, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Inbound, Label
999,17,2,2,0,2944.0,0.0,1,7
215,6,12649663,5,2,0.0,0.0,1,5
202,17,0,2,0,2944.0,0.0,1,4
474,6,1,2,0,0.0,0.0,1,2
767,17,1,2,0,750.0,0.0,1,3
425,6,117626982,18,2,0.0,0.0,1,2
719,17,29430,200,0,88000.0,0.0,1,1
500,17,1,2,0,494.0,0.0,1,6
100,17,1,2,0,842.0,0.0,1,4
424,17,109388,4,0,1398.0,0.0,1,3
859,6,148,1,1,0.0,0.0,1,5
818,6,21443775,5,2,0.0,0.0,1,5
815,6,119683348,14,2,0.0,0.0,1,2
25,17,1,2,0,458.0,0.0,1,6
937,17,3,2,0,1040.0,0.0,0,1
238,17,2,2,0,2944.0,0.0,1,7
777,17,1,2,0,458.0,0.0,1,6
811,17,1,2,0,822.0,0.0,1,4
235,17,1,2,0,750.0,0.0,1,3
647,17,2,2,0,880.0,0.0,0,1
725,17,168149,200,0,88000.0,0.0,1,1
30,17,3,2,0,2944.0,0.0,1,7
207,17,2,2,0,458.0,0.0,1,6
681,17,1,2,0,458.0,0.0,1,6
571,17,109828,4,0,1446.0,0.0,1,3
613,6,196,1,1,0.0,0.0,0,5
752,17,1,2,0,850.0,0.0,1,4
861,6,1,2,0,0.0,0.0,1,2
68,17,46,2,0,458.0,0.0,1,6
594,17,1,2,0,778.0,0.0,1,3
968,17,1,2,0,458.0,0.0,1,6
607,17,1,2,0,458.0,0.0,1,6
880,17,1,2,0,2628.0,0.0,1,7
999,6,171,1,1,0.0,0.0,0,5
185,17,46351,200,0,88000.0,0.0,1,1
334,17,20720,2,2,64.0,120.0,0,0
162,17,2,2,0,2944.0,0.0,1,7
826,17,1,2,0,808.0,0.0,1,4
70,17,0,2,0,966.0,0.0,1,4
252,17,2,2,0,2760.0,0.0,1,7
669,17,1,2,0,926.0,0.0,1,4
241,6,166,1,1,0.0,0.0,1,5
524,17,1,2,0,458.0,0.0,1,6
345,17,20661,2,2,84.0,116.0,0,0
143,17,2,2,0,458.0,0.0,1,6
720,17,1,2,0,2736.0,0.0,1,7
328,17,1,2,0,766.0,0.0,1,3
754,17,2,2,0,2944.0,0.0,1,7
341,17,35185,200,0,88000.0,0.0,1,1
840,17,2,2,0,2796.0,0.0,1,7
906,6,119729164,14,4,0.0,0.0,1,2
637,17,1,2,0,1218.0,0.0,1,4
643,17,1,2,0,920.0,0.0,1,4
265,6,113379693,14,0,0.0,0.0,1,2
331,17,50711,200,0,88000.0,0.0,1,1
786,17,51772,200,0,88000.0,0.0,1,1
627,6,1,2,0,0.0,0.0,1,2
975,17,20626,2,2,86.0,198.0,0,0
734,17,1,2,0,2774.0,0.0,1,7
361,17,1,2,0,926.0,0.0,1,4
786,17,1,2,0,840.0,0.0,1,4
965,17,110124,4,0,1544.0,0.0,1,3
143,6,110,1,2,0.0,0.0,1,5
896,17,3,2,0,2944.0,0.0,1,1
124,17,44723,2,2,84.0,116.0,0,0
826,6,117134834,28,28,2542.0,2580.0,0,0
511,6,25752059,7,6,6.0,0.0,0,0
631,6,58552982,36,48,2382.0,71540.0,0,0
351,17,1,2,0,802.0,0.0,1,3
22,6,127089,1,2,0.0,0.0,0,5
482,6,121,1,2,0.0,0.0,1,0
903,6,1,2,0,0.0,0.0,1,2
328,17,1,2,0,822.0,0.0,1,4
573,6,167,1,2,0.0,0.0,1,0
807,17,1,2,0,786.0,0.0,1,3
71,17,58677,200,0,88000.0,0.0,1,1
43,17,47304,2,2,76.0,188.0,0,0
302,6,111,1,2,0.0,0.0,0,5
964,17,2,2,0,2944.0,0.0,1,7
962,6,61,2,2,0.0,0.0,1,2
442,17,1,2,0,1338.0,0.0,1,4
934,17,1,2,0,458.0,0.0,1,6
739,17,2,2,0,422.0,0.0,1,6
754,6,143,1,1,0.0,0.0,0,5
488,6,115439,4,2,0.0,0.0,1,5
131,17,1,2,0,458.0,0.0,1,6
664,17,109083,4,0,1438.0,0.0,1,3
372,17,1,2,0,778.0,0.0,1,3
590,17,1,2,0,890.0,0.0,1,4
328,6,128,1,2,0.0,0.0,0,5
582,17,1,2,0,494.0,0.0,1,6
657,17,2,2,0,458.0,0.0,1,6
793,6,159,1,1,0.0,0.0,1,5
64,17,1,2,0,1022.0,0.0,1,4
352,17,2,2,0,2736.0,0.0,1,7
385,17,104985,4,0,1438.0,0.0,1,3
150,17,1,2,0,458.0,0.0,1,6
167,6,170,1,1,0.0,0.0,0,5
379,17,1,2,0,802.0,0.0,1,3
205,17,29766,200,0,88000.0,0.0,1,1
397,6,132,1,2,0.0,0.0,1,0
476,17,2,2,0,2694.0,0.0,1,7
171,17,2,2,0,494.0,0.0,1,6
564,17,43256,150,0,66000.0,0.0,1,1
481,6,2,1,2,0.0,0.0,1,0
921,17,1,2,0,458.0,0.0,1,6
847,17,45106,2,2,100.0,156.0,0,0
228,6,167,1,2,0.0,0.0,1,0
687,6,1,2,0,0.0,0.0,1,2
922,17,1,2,0,1122.0,0.0,1,4
869,17,1,2,0,458.0,0.0,1,6
841,6,117689216,58,75,12680.0,13502.0,0,0
135,6,14340064,2,10,0.0,0.0,0,0
679,17,1,2,0,1180.0,0.0,1,4
840,6,114798657,16,4,0.0,0.0,1,2
830,17,1,2,0,2570.0,0.0,1,7
109,17,1,2,0,2652.0,0.0,1,7
829,17,2,2,0,2944.0,0.0,1,7
801,6,149235,4,2,0.0,0.0,1,5
103,17,2,2,0,2944.0,0.0,1,7
231,6,1,2,0,0.0,0.0,1,2
569,6,24550,1,3,0.0,0.0,0,0
569,17,1,2,0,458.0,0.0,1,6
926,17,3,2,0,2944.0,0.0,1,1
70,17,2,2,0,2944.0,0.0,1,7
940,17,50,2,0,766.0,0.0,1,3
168,6,40761,3,2,76.0,0.0,1,0
25,17,2,2,0,2944.0,0.0,1,4
648,17,1,2,0,872.0,0.0,1,4
577,17,106749,200,0,88000.0,0.0,1,1
659,6,49,2,0,0.0,0.0,1,2
692,17,1,2,0,458.0,0.0,1,6
796,17,2,2,0,1674.0,0.0,1,4
728,17,2,2,0,2944.0,0.0,1,7
68,17,107067,4,0,1398.0,0.0,1,3
0,17,28415,97,0,42680.0,0.0,1,1
813,17,2,2,0,778.0,0.0,1,3
989,6,27,1,2,0.0,0.0,0,5
838,17,1,2,0,494.0,0.0,1,6
543,17,3,2,0,2944.0,0.0,1,7
59,6,103237279,12,2,0.0,0.0,1,2
232,17,1,2,0,458.0,0.0,1,6
191,6,1,2,0,0.0,0.0,1,2
335,17,1,2,0,738.0,0.0,1,3
711,6,1,2,0,0.0,0.0,1,2
260,17,1,2,0,422.0,0.0,1,6
314,17,1,2,0,766.0,0.0,1,3
795,6,195,1,1,0.0,0.0,1,5
523,17,1,2,0,854.0,0.0,1,4
439,6,1,2,0,0.0,0.0,1,2
260,6,142,1,1,0.0,0.0,1,5
746,17,93659,200,0,88000.0,0.0,1,1
406,6,127,1,2,0.0,0.0,1,5
958,17,1,2,0,458.0,0.0,1,6
587,6,114778266,18,2,0.0,0.0,1,2
377,17,3,2,0,2832.0,0.0,1,7
305,6,379959,5,2,0.0,0.0,1,5
185,17,2,2,0,1118.0,0.0,1,4
216,17,1,2,0,458.0,0.0,1,6
99,17,20598,2,2,80.0,112.0,0,0
518,6,48,2,0,0.0,0.0,1,2
160,17,89442,200,0,88000.0,0.0,1,1
50,17,48,2,0,750.0,0.0,1,3
996,17,48,2,0,494.0,0.0,1,6
289,6,100,2,2,0.0,0.0,1,2
409,17,1,2,0,876.0,0.0,1,4
528,6,48,2,0,0.0,0.0,1,2
532,17,2,2,0,2944.0,0.0,1,7
587,17,29442,200,0,88000.0,0.0,1,1
778,17,1,2,0,458.0,0.0,1,6
46,17,2,2,0,2944.0,0.0,1,7
436,6,130,1,2,0.0,0.0,1,0
530,6,1,2,0,0.0,0.0,1,2
985,17,48,2,0,802.0,0.0,1,3
929,17,3466,4,0,3484.0,0.0,1,1
550,17,43877,200,0,88000.0,0.0,1,1
220,6,188,1,2,0.0,0.0,1,0
24,6,1,2,0,0.0,0.0,1,2
395,6,162,1,2,0.0,0.0,0,5
808,17,108038,4,0,1398.0,0.0,1,3
600,6,240,1,2,0.0,0.0,1,0
836,17,2,2,0,1040.0,0.0,0,1
245,17,20586,2,2,76.0,188.0,0,0
4,17,1,2,0,458.0,0.0,1,6
542,17,2,2,0,2944.0,0.0,1,7
76,6,191,1,1,0.0,0.0,0,5
634,6,103,1,2,0.0,0.0,0,5
8,17,107419,4,0,1398.0,0.0,1,3
22,17,219892,6,0,2204.0,0.0,1,3
471,17,1,2,0,458.0,0.0,1,6
519,17,1,2,0,824.0,0.0,1,4
588,17,1,2,0,1022.0,0.0,1,4
859,17,2,2,0,2944.0,0.0,1,7
97,17,20625,2,2,64.0,96.0,0,0
970,6,186,1,1,0.0,0.0,1,5
729,17,1,2,0,458.0,0.0,1,6
910,17,1,2,0,494.0,0.0,1,6
955,17,106712,4,0,1438.0,0.0,1,3
868,6,98780432,14,4,0.0,0.0,1,2
537,6,1344,4,0,123.0,0.0,0,0
595,6,5245688,12,9,1746.0,4290.0,1,5
916,17,2,2,0,458.0,0.0,1,6
479,6,109,1,2,0.0,0.0,0,5
617,6,83997861,12,0,0.0,0.0,1,2
370,17,53169,200,0,88000.0,0.0,1,1
5,6,118305721,16,2,0.0,0.0,1,2
548,17,29732,200,0,88000.0,0.0,1,1
194,17,105626,4,0,1398.0,0.0,1,3
157,17,1,2,0,858.0,0.0,1,4
579,6,5479035,25,24,1426.0,2834.0,1,5
68,6,1,2,0,0.0,0.0,1,2
99,17,1,2,0,2944.0,0.0,1,7
94,6,41534,1,1,0.0,0.0,0,0
372,17,1,2,0,880.0,0.0,0,1
776,6,184,1,1,0.0,0.0,0,5
326,17,1,2,0,804.0,0.0,1,4
352,6,116918719,64,72,3912.0,83648.0,0,0
521,6,395696,1,2,0.0,0.0,0,5
146,17,1,2,0,750.0,0.0,1,3
70,17,47,2,0,458.0,0.0,1,6
939,17,1,2,0,750.0,0.0,1,3
978,17,1,2,0,766.0,0.0,1,3
298,17,20632,2,2,64.0,630.0,0,0
110,17,2,2,0,2944.0,0.0,1,4
998,17,1,2,0,1364.0,0.0,1,4
650,17,20648,2,2,86.0,118.0,0,0
622,17,1,2,0,494.0,0.0,1,6
417,17,1,2,0,2474.0,0.0,1,7
968,17,3,2,0,2944.0,0.0,1,1
23,17,1,2,0,778.0,0.0,1,3
344,6,1,2,0,0.0,0.0,1,2
4,17,32026,200,0,88000.0,0.0,1,1
793,17,115214,200,0,88000.0,0.0,1,1
300,17,1,2,0,458.0,0.0,1,6
716,17,1,2,0,802.0,0.0,1,3
348,17,47,2,0,804.0,0.0,1,4
688,6,11510548,5,2,0.0,0.0,1,5
431,6,127,1,2,0.0,0.0,1,5
672,17,110382,4,0,1446.0,0.0,1,3
585,17,1,2,0,804.0,0.0,1,4
874,17,9201,4,0,5856.0,0.0,1,1
114,17,20585,2,2,76.0,154.0,0,0
103,17,2,2,0,966.0,0.0,1,4
169,17,2,2,0,2944.0,0.0,1,7
602,6,5018414,8,7,866.0,2146.0,1,1
609,17,109690,4,0,1446.0,0.0,1,3
554,6,181,1,1,0.0,0.0,0,5
620,17,1,2,0,458.0,0.0,1,6
649,17,2,2,0,2944.0,0.0,1,7
875,17,1,2,0,846.0,0.0,1,4
378,17,1,2,0,458.0,0.0,1,6
363,6,121,1,2,0.0,0.0,0,5
425,17,108900,4,0,1398.0,0.0,1,3
34,6,376399,5,2,0.0,0.0,1,5
126,17,1,2,0,2718.0,0.0,1,7
112,17,20606,2,2,86.0,118.0,0,0
892,17,1,2,0,458.0,0.0,1,6
89,6,11408868,5,2,0.0,0.0,1,5
345,17,60975,200,0,88000.0,0.0,1,1
174,17,1,2,0,926.0,0.0,1,4
859,17,1,2,0,802.0,0.0,1,3
322,17,2,2,0,458.0,0.0,1,6
949,6,5260898,12,9,1654.0,4290.0,1,5
633,17,20741,2,2,86.0,198.0,0,0
470,17,1,2,0,926.0,0.0,1,4
617,6,262237,24,25,2978.0,10578.0,0,0
414,17,45,2,0,1022.0,0.0,1,4
347,17,2,2,0,2944.0,0.0,1,7
905,6,1,2,0,0.0,0.0,1,2
614,6,128,3,0,0.0,0.0,1,0
775,17,47,2,0,738.0,0.0,1,3
116,17,38100,200,0,88000.0,0.0,1,1
959,17,1,2,0,458.0,0.0,1,6
907,6,7207508,2,8,0.0,0.0,0,0
11,17,0,2,0,806.0,0.0,1,4
423,17,1,2,0,966.0,0.0,1,4
805,17,108001,4,0,1446.0,0.0,1,3
475,17,2,2,0,2944.0,0.0,1,7
28,17,2,2,0,2944.0,0.0,1,7
555,17,2,2,0,2944.0,0.0,1,7
252,17,20578,2,2,86.0,198.0,0,0
168,17,100506,200,0,88000.0,0.0,1,1
158,6,49,2,0,0.0,0.0,1,2
457,17,1,2,0,458.0,0.0,1,6
25,17,110584,4,0,1544.0,0.0,1,3
885,6,84419,1,2,0.0,0.0,0,5
494,6,6083797,12,9,1680.0,4290.0,1,5
19,6,102,1,1,0.0,0.0,0,5
966,17,20686,2,2,100.0,132.0,0,0
929,6,5011478,8,7,820.0,2146.0,1,5
228,17,76860,200,0,88000.0,0.0,1,1
369,17,1,2,0,1240.0,0.0,1,4
723,17,20672,2,2,90.0,172.0,0,0
457,17,1,2,0,1338.0,0.0,1,4
530,6,6159744,12,9,1772.0,4290.0,1,5
434,6,102563,4,2,0.0,0.0,1,5
989,17,2,2,0,2276.0,0.0,1,1
486,17,1,2,0,458.0,0.0,1,6
958,6,52,2,0,0.0,0.0,1,2
0,17,2,2,0,458.0,0.0,1,6
930,6,221,1,1,0.0,0.0,1,5
316,17,1,2,0,926.0,0.0,1,4
272,6,5298924,5,2,0.0,0.0,0,0
942,17,2,2,0,1020.0,0.0,1,4
699,17,1,2,0,750.0,0.0,1,3
198,17,1,2,0,1206.0,0.0,1,4
131,6,6142152,12,9,1816.0,4290.0,1,5
329,17,79395,200,0,88000.0,0.0,1,1
238,17,46,2,0,458.0,0.0,1,6
232,6,3,3,0,62.0,0.0,1,0
286,17,48,2,0,910.0,0.0,1,4
176,17,37702,194,0,85360.0,0.0,1,1
397,17,2,2,0,458.0,0.0,1,6
120,17,46475,2,2,86.0,142.0,0,0
275,17,49468,200,0,88000.0,0.0,1,1
893,6,112773407,16,0,0.0,0.0,1,2
799,17,1,2,0,1264.0,0.0,1,4
905,17,2,2,0,2944.0,0.0,1,7
639,17,48,2,0,458.0,0.0,1,6
724,17,2,2,0,2752.0,0.0,1,7
820,17,2,2,0,2944.0,0.0,1,1
297,17,81246,200,0,88000.0,0.0,1,1
97,6,1,2,0,0.0,0.0,1,2
827,6,100,2,2,0.0,0.0,1,1
287,17,45257,2,2,68.0,158.0,0,0
297,17,2,2,0,2920.0,0.0,1,7
221,17,1,2,0,802.0,0.0,1,3
898,17,62868,194,0,85360.0,0.0,1,1
719,6,55,1,2,0.0,0.0,1,0
988,17,2,2,0,1040.0,0.0,0,1
85,17,109915,4,0,1446.0,0.0,1,3
74,17,49324,200,0,88000.0,0.0,1,1
133,17,1,2,0,458.0,0.0,1,6
286,17,46624,2,2,82.0,138.0,0,0
307,6,114332055,16,2,0.0,0.0,1,2
352,17,144635,200,0,88000.0,0.0,1,1
434,17,1,2,0,458.0,0.0,1,6
927,6,55384,1,3,0.0,0.0,0,0
219,17,2,2,0,2944.0,0.0,1,7
158,17,1,2,0,422.0,0.0,1,6
582,17,33419,200,0,88000.0,0.0,1,1
567,17,28723,150,0,66000.0,0.0,1,1
766,6,10613711,92,95,2342.0,9966.0,0,0
307,6,105349841,7,4,0.0,0.0,1,5
509,6,8960041,2,0,560.0,0.0,0,5
427,17,2,2,0,2748.0,0.0,1,7
19,6,95067565,21,20,20.0,0.0,0,0
222,17,2,2,0,422.0,0.0,1,6
517,0,175,2,2,0.0,0.0,1,5
868,6,85,1,2,0.0,0.0,0,5
212,17,2,2,0,458.0,0.0,1,6
97,17,1,2,0,778.0,0.0,1,3
354,17,1,2,0,766.0,0.0,1,3
850,17,2,2,0,458.0,0.0,1,6
861,17,1,2,0,766.0,0.0,1,3
446,17,1,2,0,458.0,0.0,1,6
60,17,2,2,0,2944.0,0.0,1,7
508,17,2,2,0,458.0,0.0,1,6
635,17,31091,200,0,88000.0,0.0,1,1
236,6,175,1,1,0.0,0.0,0,5
183,17,38800,200,0,88000.0,0.0,1,1
864,6,116747049,14,2,0.0,0.0,1,2
127,17,1,2,0,2446.0,0.0,1,7
314,17,1,2,0,966.0,0.0,1,4
142,6,166,1,1,0.0,0.0,0,5
983,17,1,2,0,738.0,0.0,1,3
154,6,4830816,9,6,1330.0,2146.0,1,5
915,17,3,2,0,2944.0,0.0,1,7
692,6,103399104,14,0,0.0,0.0,1,2
886,6,228,1,1,0.0,0.0,1,5
477,17,1,2,0,778.0,0.0,1,3
136,17,1,2,0,458.0,0.0,1,6
940,17,3,2,0,2944.0,0.0,1,7
155,17,2,2,0,1272.0,0.0,1,4
405,6,198,1,2,0.0,0.0,1,0
456,6,97,1,2,0.0,0.0,1,0
873,6,1,2,0,0.0,0.0,1,2
707,17,2,2,0,786.0,0.0,1,3
135,17,2,2,0,2944.0,0.0,1,7
119,6,5658272,12,9,1670.0,4290.0,1,5
373,17,35028,200,0,88000.0,0.0,1,1
99,17,132963,200,0,88000.0,0.0,1,1
847,6,1,2,0,0.0,0.0,1,2
801,17,1,2,0,766.0,0.0,1,3
247,17,36478,200,0,88000.0,0.0,1,1
598,6,0,2,0,31.0,0.0,0,0
174,17,1,2,0,750.0,0.0,1,3
987,17,49,2,0,842.0,0.0,1,4
114,17,1,2,0,1174.0,0.0,1,4
377,17,20662,2,2,154.0,410.0,0,0
948,17,1,2,0,458.0,0.0,1,6
575,17,47,2,0,458.0,0.0,1,6
108,17,2,2,0,2944.0,0.0,1,7
658,17,26698,150,0,66000.0,0.0,1,1
226,6,5026564,8,7,844.0,2146.0,1,5
477,17,59642,200,0,88000.0,0.0,1,1
288,6,120,1,2,0.0,0.0,1,5
884,17,1,2,0,458.0,0.0,1,6
244,17,2,2,0,2944.0,0.0,1,7
847,17,1,2,0,494.0,0.0,1,6
33,17,47,2,0,458.0,0.0,1,6
173,17,1,2,0,914.0,0.0,1,4
912,17,44,2,0,458.0,0.0,1,6
981,17,1,2,0,2362.0,0.0,1,7
255,6,130,2,2,0.0,0.0,1,5
258,6,161,1,1,0.0,0.0,1,5
653,17,1,2,0,458.0,0.0,1,6
360,6,5078778,13,8,2336.0,4290.0,1,5
923,17,46952,2,2,66.0,326.0,0,0
387,6,26597,1,1,0.0,0.0,0,0
332,17,43690,194,0,85360.0,0.0,1,1
208,17,1,2,0,2736.0,0.0,1,7
192,17,1,2,0,894.0,0.0,1,4
900,17,109982,4,0,1458.0,0.0,1,3
362,17,1,2,0,778.0,0.0,1,3
102,6,114802528,18,4,0.0,0.0,1,2
936,17,1,2,0,810.0,0.0,1,4
979,6,272914,1,2,0.0,0.0,0,5
374,6,54867,1,2,0.0,0.0,0,0
358,17,2,2,0,2560.0,0.0,1,4
347,17,1,2,0,992.0,0.0,1,4
547,6,116,1,2,0.0,0.0,0,5
22,6,112870958,14,0,0.0,0.0,1,2
186,17,37319,200,0,88000.0,0.0,1,1
22,17,3,2,0,2944.0,0.0,1,7
295,17,1,2,0,458.0,0.0,1,6
153,17,1,2,0,2880.0,0.0,1,7
379,6,400374,1,2,0.0,0.0,0,5
400,6,145,1,1,0.0,0.0,0,5
509,17,1,2,0,766.0,0.0,1,3
925,6,110155655,16,2,0.0,0.0,1,2
525,17,2,2,0,2944.0,0.0,1,7
809,17,1,2,0,802.0,0.0,1,3
262,17,1,2,0,750.0,0.0,1,3
258,6,48,2,0,0.0,0.0,1,2
611,6,167,1,2,0.0,0.0,1,0
208,6,49,2,0,0.0,0.0,1,2
28,17,1,2,0,894.0,0.0,1,4
585,6,106602644,16,2,0.0,0.0,1,2
120,17,2,2,0,2944.0,0.0,1,7
813,6,13971492,31,40,2750.0,4754.0,1,5
114,6,1,2,0,0.0,0.0,1,2
926,17,20730,2,2,90.0,122.0,0,0
226,17,2,2,0,1524.0,0.0,1,4
550,17,1,2,0,858.0,0.0,1,4
790,17,2,2,0,2944.0,0.0,1,7
387,17,49378,200,0,88000.0,0.0,1,1
553,17,3,2,0,2944.0,0.0,1,7
294,6,107,1,2,0.0,0.0,1,5
948,6,107515114,16,4,0.0,0.0,1,2
82,17,20720,2,2,100.0,156.0,0,0
669,17,38223,200,0,88000.0,0.0,1,1
246,17,1,2,0,948.0,0.0,1,4
98,6,116884848,38,43,5138.0,29052.0,0,0
967,17,1,2,0,854.0,0.0,1,4
151,17,1,2,0,812.0,0.0,1,4
76,6,113610930,16,4,0.0,0.0,1,2
157,17,56897,2,2,78.0,190.0,0,0
990,6,58947934,42,47,4130.0,8264.0,0,0
128,17,1,2,0,892.0,0.0,1,4
44,6,4669516,25,26,1458.0,2834.0,1,5
223,17,1,2,0,750.0,0.0,1,3
353,17,52941,200,0,88000.0,0.0,1,1
518,6,108,1,2,0.0,0.0,0,1
419,17,45228,2,2,84.0,116.0,0,0
489,17,48159,200,0,88000.0,0.0,1,1
594,17,1,2,0,458.0,0.0,1,6
635,17,107516,4,0,1438.0,0.0,1,3
266,17,1,2,0,778.0,0.0,1,3
812,17,20800,2,2,62.0,94.0,0,0
893,17,46471,2,2,74.0,186.0,0,0
806,6,4248023,13,8,1830.0,4290.0,1,5
676,17,1,2,0,738.0,0.0,1,3
234,6,1,2,0,0.0,0.0,1,2
901,17,69878,200,0,88000.0,0.0,1,1
137,17,109714,4,0,1446.0,0.0,1,3
476,6,1,2,0,0.0,0.0,1,2
710,17,27548,200,0,88000.0,0.0,1,1
466,6,127,1,2,0.0,0.0,1,1
829,6,98090240,12,2,0.0,0.0,1,2
971,17,3,2,0,440.0,0.0,1,1
628,17,25277,150,0,66000.0,0.0,1,1
812,17,1,2,0,458.0,0.0,1,6
635,17,1,2,0,872.0,0.0,1,4
27,17,1,2,0,458.0,0.0,1,6
719,17,213944,6,0,2088.0,0.0,1,3
308,17,56821,200,0,88000.0,0.0,1,1
344,17,46071,2,2,86.0,204.0,0,0
409,6,95930876,12,0,0.0,0.0,1,2
822,17,1,2,0,1126.0,0.0,1,4
783,6,20123341,12,10,884.0,1576.0,0,0
665,17,43,2,0,494.0,0.0,1,6
762,17,1,2,0,916.0,0.0,1,4
86,17,1,2,0,2882.0,0.0,1,7
732,17,1,2,0,458.0,0.0,1,6
390,17,1,2,0,2754.0,0.0,1,7
513,6,50180338,12,12,12.0,0.0,0,0
957,6,70,1,2,0.0,0.0,1,5
80,17,38490,200,0,88000.0,0.0,1,1
395,6,500125,4,0,0.0,0.0,1,0
53,17,1,2,0,1194.0,0.0,1,4
240,6,49,2,0,0.0,0.0,1,2
917,17,2,2,0,2944.0,0.0,1,7
74,17,107259,4,0,1438.0,0.0,1,3
7,17,2,2,0,2944.0,0.0,1,4
607,17,106519,4,0,1398.0,0.0,1,3
135,17,1,2,0,458.0,0.0,1,6
609,17,36245,200,0,88000.0,0.0,1,1
142,17,1,2,0,458.0,0.0,1,6
114,17,48,2,0,458.0,0.0,1,6
589,17,1,2,0,864.0,0.0,1,4
368,17,1,2,0,802.0,0.0,1,3
672,17,3,2,0,2944.0,0.0,1,7
773,6,40290246,16,14,880.0,1410.0,0,0
716,17,2,2,0,2944.0,0.0,1,7
684,17,106785,4,0,1438.0,0.0,1,3
480,17,1,2,0,1648.0,0.0,1,4
859,6,324,4,0,123.0,0.0,0,0
305,17,109005,4,0,1438.0,0.0,1,3
78,17,65126,200,0,88000.0,0.0,1,1
65,17,2,2,0,2944.0,0.0,1,7
104,6,186,1,3,0.0,0.0,1,5
925,6,881,1,3,0.0,0.0,1,5
863,17,1,2,0,458.0,0.0,1,6
928,6,98617614,14,4,0.0,0.0,1,2
277,6,132,1,1,0.0,0.0,0,5
940,17,55400,2,2,78.0,206.0,0,0
571,6,165,1,2,0.0,0.0,1,0
179,17,47289,10,0,4400.0,0.0,1,1
355,17,40729,200,0,88000.0,0.0,1,1
757,6,151,1,1,0.0,0.0,1,5
468,6,6459114,12,9,1746.0,4290.0,1,5
916,17,1,2,0,1126.0,0.0,1,4
462,17,18916,200,0,88000.0,0.0,1,1
951,6,3,2,0,0.0,0.0,1,5
830,6,105511078,16,2,0.0,0.0,1,2
969,17,1,2,0,1002.0,0.0,1,4
137,17,1,2,0,976.0,0.0,1,4
747,6,1,2,0,0.0,0.0,1,2
245,17,1,2,0,836.0,0.0,1,4
386,6,26604,1,1,0.0,0.0,0,0
117,17,108918,4,0,1438.0,0.0,1,3
700,6,110210540,16,0,0.0,0.0,1,2
59,17,61221,200,0,88000.0,0.0,1,1
430,17,1,2,0,898.0,0.0,1,4
4,6,1,2,0,0.0,0.0,1,2
348,17,37480,200,0,88000.0,0.0,1,1
89,17,1,2,0,808.0,0.0,1,4
828,17,1,2,0,1170.0,0.0,1,4
461,6,1,2,0,0.0,0.0,0,0
857,17,1,2,0,2940.0,0.0,1,7
169,17,88180,200,0,88000.0,0.0,1,1
398,17,38655,200,0,88000.0,0.0,1,1
901,17,1,2,0,1052.0,0.0,1,4
342,17,2,2,0,2944.0,0.0,1,7
443,17,2,2,0,458.0,0.0,1,6
973,17,2,2,0,778.0,0.0,1,3
459,17,107385,4,0,1438.0,0.0,1,3
21,6,95909509,22,20,73.0,0.0,0,0
24,17,1,2,0,1166.0,0.0,1,4
278,6,70,1,2,0.0,0.0,1,0
776,6,9022626,6,0,0.0,0.0,1,0
822,6,165,1,1,0.0,0.0,0,5
508,6,4608005,2,0,560.0,0.0,0,5
683,17,66744,200,0,88000.0,0.0,1,1
448,17,48,2,0,802.0,0.0,1,3
400,17,1,2,0,914.0,0.0,1,4
365,17,20564,2,2,76.0,192.0,0,0
991,17,1077,4,0,5856.0,0.0,1,1
389,6,26586,1,1,0.0,0.0,0,0
199,6,120,1,2,0.0,0.0,0,5
896,6,119,1,2,0.0,0.0,1,5
736,6,200684,24,21,3790.0,6026.0,0,0
622,17,2,2,0,880.0,0.0,0,1
407,6,1,2,0,53.0,0.0,0,0
465,17,1,2,0,926.0,0.0,1,4
635,17,2,2,0,2944.0,0.0,1,7
81,17,3,2,0,2944.0,0.0,1,7
794,6,126,1,2,0.0,0.0,0,5
180,17,2,2,0,750.0,0.0,1,3
986,17,2,2,0,2944.0,0.0,1,7
393,17,1,2,0,766.0,0.0,1,3
70,17,30796,200,0,88000.0,0.0,1,1
71,17,102906,4,0,1438.0,0.0,1,3
39,6,249,1,1,0.0,0.0,1,5
763,6,54,2,2,0.0,0.0,1,2
295,17,80986,200,0,88000.0,0.0,1,1
546,17,1,2,0,458.0,0.0,1,6
701,17,29034,200,0,88000.0,0.0,1,1
189,17,46,2,0,458.0,0.0,1,6
617,17,31498,200,0,88000.0,0.0,1,1
136,6,111011690,16,2,0.0,0.0,1,2
954,17,20770,2,2,58.0,226.0,0,0
256,17,2,2,0,422.0,0.0,1,6
815,6,5777165,12,9,1946.0,4290.0,1,5
544,17,1,2,0,738.0,0.0,1,3
888,17,2,2,0,750.0,0.0,1,3
127,6,10132770,5,2,0.0,0.0,1,5
272,17,1,2,0,2750.0,0.0,1,7
163,17,1,2,0,766.0,0.0,1,3
84,6,116014907,35,30,1766.0,2820.0,0,0
229,6,1,2,0,0.0,0.0,1,2
239,6,871,1,3,0.0,0.0,1,5
990,17,1,2,0,868.0,0.0,1,4
728,17,45278,200,0,88000.0,0.0,1,1
769,17,104377,4,0,1398.0,0.0,1,3
574,6,118615140,20,2,0.0,0.0,1,2
295,6,101,2,2,0.0,0.0,1,2
